충전소명,충전소ID,충전기ID,충전기타입,주소,위도,경도,이용가능시간,기관아이디,운영기관명,운영기관연락처,충전기상태,상태갱신일시,충전기종류,지역코드,주차료무료여부,충전소안내,법정동,행정동
신방한성필하우스,PW010178,01,02,충청남도 천안시 동남구 통정3로 68,36.7768561662136,127.133597391259,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129111307,,44,Y,,신방동,신방동
E편한세상두정3차아파트,PW010196,01,02,충청남도 천안시 서북구 북일로 21,36.8321779472977,127.153850690936,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129041306,,44,Y,,두정동,부성1동
포스코더샵관리단,PW010493,01,02,충청남도 천안시 동남구 만남로 9,36.8191822529134,127.153016691692,24시간 이용가능,PW,파워큐브(SP),1833-8017,2,20230129041308,,44,Y,,신부동,신안동
킴스오토,PW010567,01,02,충청남도 천안시 동남구 목천읍 천안대로 85,36.7569798626683,127.170671691937,09:00~18:00,PW,파워큐브,1833-8017,9,20230116112310,,44,Y,,목천읍 삼성리,목천읍
불당호반써밋플레이스센터시티아파트,PW010636,01,02,충청남도 천안시 서북구 불당25로 8,36.8020424270876,127.104062210694,24시간 이용가능,PW,파워큐브,1833-8017,3,20230129040621,,44,Y,,불당동,불당2동
성환E편한세상아파트,PW010654,01,02,충청남도 천안시 서북구 성환읍 성환1로 54-45,36.9011471466421,127.132261241219,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129040311,,44,Y,,성환읍 매주리,성환읍
불당파크푸르지오1단지,PW010847,01,02,충청남도 천안시 서북구 불당26로 144,36.821560009891,127.108324709842,24시간 이용가능,PW,파워큐브(SP),1833-8017,2,20230129041014,,44,Y,,불당동,불당2동
천안불당지웰시티푸르지오2단지,PW011053,01,02,충청남도 천안시 서북구 불당26로 50,36.8126017884105,127.105641451034,24시간 이용가능,PW,파워큐브(SP),1833-8017,2,20230129040309,,44,Y,,불당동,불당2동
두정역코아루스위트,PW011056,01,02,충청남도 천안시 서북구 천안대로 969,36.8279101340874,127.151596930864,24시간 이용가능,PW,파워큐브,1833-8017,3,20230129040907,,44,Y,,두정동,부성1동
호반베르디움센트로포레아파트,PW011161,01,02,충청남도 천안시 서북구 불당23로 10,36.8177017112275,127.101291324038,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129090931,,44,Y,,불당동,불당2동
청당동 더다움트윈브릿지,PW011287,01,02,충청남도 천안시 동남구 청수5로 4,36.783289453694,127.15495687047,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129040512,,44,Y,,청당동,청룡동
신부동도솔노블시티동문굿모닝힐아파트-1,PW011547,01,02,충청남도 천안시 동남구 신부8길 21,36.817043232733,127.161310147332,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129041020,,44,Y,,신부동,신안동
천안신방LH1단지아파트,PW011652,01,02,충청남도 천안시 동남구 통정11로 80,36.7719099845066,127.13459769229,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129041540,,44,Y,,신방동,신방동
코르지아상가관리단,PW011870,01,02,충청남도 천안시 동남구 풍세로 798,36.7805942706772,127.142670402905,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129040724,,44,Y,,청당동,청룡동
청솔LGSK아파트 입주자대표회의,PW012436,01,02,충청남도 천안시 동남구 청수로 98,36.7919510127243,127.158945352625,24시간 이용가능,PW,파워큐브,1833-8017,5,20230129041617,,44,Y,,청수동,청룡동
신방푸르지오 입주자대표회의,PW012642,01,02,충청남도 천안시 동남구 통정9로 51,36.7718815539351,127.131169209793,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129041216,,44,Y,,신방동,신방동
두레현대1단지입주자대표회의,PW012643,01,02,충청남도 천안시 동남구 일봉로 34,36.7918921187346,127.131859870354,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129131536,,44,Y,,신방동,신방동
㈜종근당 천안공장,PW012852,01,02,충청남도 천안시 서북구 성거읍 망향로 797-48,36.892290382424,127.201315008672,24시간 이용가능,PW,파워큐브코리아,1833-8017,2,20230129041216,,44,Y,,성거읍 오색당리,성거읍
대한예수교장로회 천안교회,PW012966,01,02,충청남도 천안시 동남구 신흥1길 15,36.7771098228679,127.124551320114,24시간 이용가능,PW,파워큐브코리아,1833-8017,3,20230129092417,,44,Y,,신방동,신방동
직산역한화꿈에그린입주자대표회의,PW012994,01,02,충청남도 천안시 서북구 성거읍 신월길 20,36.8732637306735,127.149151942239,24시간 이용가능,PW,파워큐브코리아,1833-8017,2,20230129041313,,44,Y,,성거읍 신월리,성거읍
직산코아루아파트입주자대표회의,PW012997,01,02,충청남도 천안시 서북구 직산읍 삼은3길 34,36.877859623579,127.152481203522,24시간 이용가능,PW,파워큐브코리아,1833-8017,2,20230129041224,,44,Y,,직산읍 삼은리,직산읍
백석더샵아파트입주자대표회의,PW013383,01,02,충청남도 천안시 서북구 한들3로 70,36.830166441948,127.125686826641,24시간 이용가능,PW,파워큐브코리아,1833-8017,3,20230129040323,,44,Y,,백석동,백석동
E편한세상1차 스마일시티입주자대표회의,PW013580,01,02,충청남도 천안시 서북구 스마일시티1로 55,36.8430981748812,127.102654379565,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129124133,,44,Y,,차암동,부성2동
천안불당중흥에스클래스프라디움레이크단지관리단,PW013799,01,02,충청남도 천안시 서북구 공원로 120,36.7953433986186,127.099184112862,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129100133,,44,Y,,불당동,불당1동
천안불당LH 1단지,PW013843,01,02,충청남도 천안시 서북구 불당24로 9,36.8233074168387,127.102767597978,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129103626,,44,Y,,불당동,불당2동
천안불당시티프라디움3차오피스텔,PW100709,01,02,충청남도 천안시 서북구 공원로 176,36.7974228064473,127.098968299806,24시간 이용가능,PW,파워큐브코리아,1833-8017,3,20230129123015,,44,Y,,불당동,불당1동
천안불당금호어울림,PW100963,01,02,충청남도 천안시 서북구 불당24로 37,36.8231091542756,127.105768986655,24시간 이용가능,PW,파워큐브,1833-8017,2,20230129040312,,44,Y,,불당동,불당2동
충남 천안시 동남구 풍세로 942-2 (저압수용가),SF000581,01,02,충청남도 천안시 동남구 풍세로 942-2,36.7918478871453,127.150024512151,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230129075923,,44,N,,청수동,청룡동
충남 천안시 서북구 성환읍 임리길 21-5 (저압수용가),SF000659,01,02,충청남도 천안시 서북구 성환읍 임리길 21-5,36.9266958010245,127.086450106053,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230128075346,,44,N,,성환읍 왕림리,성환읍
제일육묘장,SF000672,01,02,충청남도 천안시 동남구 풍세면 송정2길 131-21,36.7367017905994,127.138319211986,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230128200343,,44,N,,풍세면 가송리,풍세면
국광레미콘,SF000777,01,02,충청남도 천안시 동남구 풍세로 575,36.7650491597207,127.129142449357,09:00~18:00,SF,(주)스타코프,02-1833-4903,4,20221226101509,,44,N,,신방동,신방동
안서 e편한세상,SF000960,01,02,충청남도 천안시 동남구 성불사길 41,36.8301878802711,127.190260382378,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230129075908,,44,N,,안서동,신안동
기아 두정대리점,SF001259,02,02,충청남도 천안시 서북구 부성6길 39-5,36.8361577027941,127.137898884284,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230129020820,,44,N,,두정동,부성2동
성환우체국,SF001503,01,02,충청남도 천안시 서북구 성환읍 성환11길 20,36.9165901246215,127.130138173502,09:00~18:00,SF,(주)스타코프,02-1833-4903,4,20230129075710,,44,N,,성환읍 성환리,성환읍
동천안우체국,SF001504,01,02,충청남도 천안시 동남구 청수5로 10,36.7839341948784,127.155445044457,09:00~18:00,SF,(주)스타코프,02-1833-4903,4,20230105072331,,44,N,,청당동,청룡동
기아 천안서부지점,SF001768,01,02,충청남도 천안시 서북구 백석로 51,36.8231661602021,127.117332165112,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230129023411,,44,N,,백석동,백석동
기아 도솔대리점,SF001814,01,02,충청남도 천안시 서북구 서부대로 470,36.809126132025,127.129172956349,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20230129075639,,44,N,,쌍용동,쌍용1동
기아 일봉대리점,SF001815,01,02,충청남도 천안시 동남구 광풍로 1815,36.78052641968,127.14483053962,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,20221225075650,,44,N,,청당동,청룡동
로사모텔,SOJWE018,01,02,충청남도 천안시 동남구 태조산길 219,36.8187606800818,127.184995754122,24시간 이용가능,SO,선광시스템,1533-2972,2,20221221165834,,44,Y,,유량동,원성1동
렉스호텔,SOSKQ125,01,02,충청남도 천안시 서북구 양지8길 10-4,36.8106780347741,127.139686821981,24시간 이용가능,SO,선광시스템,1533-2972,2,20230126000702,,44,Y,숙박시설(모텔),성정동,성정1동
대림파크장여관,SS000085,01,02,충청남도 천안시 서북구 양지10길 48,36.811602917038,127.140619121869,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20221225031600,,44,Y,,성정동,성정1동
시크릿모텔,SS000086,01,02,충청남도 천안시 서북구 성정공원7길 28,36.8287941273543,127.144350795952,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20230110120800,,44,Y,,성정동,성정2동
위례성할인마트,SS000087,01,02,충청남도 천안시 동남구 북면 위례성로 727,36.8271060998553,127.272420362809,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20230126015200,,44,Y,,북면 오곡리,북면
골든24시셀프세차타운,SS000091,01,02,충청남도 천안시 서북구 성거읍 수청2길 8,36.8762280528353,127.200236233845,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20230124175402,,44,Y,,성거읍 저리,성거읍
성거산시골막국수,SS000092,01,02,충청남도 천안시 서북구 성거읍 망향로 761-3,36.8844998264958,127.203709012775,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20221225031600,,44,Y,,성거읍 저리,성거읍
육하원칙차암점,SS000093,01,02,충청남도 천안시 서북구 밤개울2길 51,36.8396550461737,127.099369220771,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20230118224401,,44,Y,,차암동,부성2동
병천농자재,SS000094,01,02,충청남도 천안시 동남구 병천면 병천1로 87,36.7587251388766,127.296061336679,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20230124152801,,44,Y,,병천면 병천리,병천면
엠파이어모텔,SS000095,01,02,충청남도 천안시 동남구 각원사길 187-14,36.8341327565393,127.190477876022,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20221225100015,,44,Y,,안서동,신안동
에스케이씨하이테크앤마케팅,SS000186,01,02,충청남도 천안시 서북구 성거읍 성거길 112,36.8767792024485,127.20611786419,24시간 이용가능,SS,삼성이브이씨,0629419360,2,20221225081201,,44,Y,,성거읍 천흥리,성거읍
원광이엔지,SS0VS41L,01,02,충청남도 천안시 동남구 수신면 발산1길 281,36.7235442884921,127.282878804686,평일 09:00~18:00,SS,삼성EVC,1577-5918,9,20221230095310,,44,Y,,수신면 발산리,수신면
천안공업고등학교,SSAAC076,01,02,충청남도 천안시 동남구 성황5길 17,36.8148469316667,127.155650756436,24시간 이용가능,SS,투이스이브이씨,1577-5918,9,20230110114810,,44,Y,,신부동,문성동
기아오토큐 직산점(구 성거점),ST441301,01,02,충청남도 천안시 서북구 성거읍 봉주로 126,36.8777305625266,127.160572219199,24시간 이용가능,ST,에스트래픽,1566-1704,1,20230129071305,,44,Y,,성거읍 신월리,성거읍
남부자동차정비(정비고객 전용),ST441302,01,02,충청남도 천안시 동남구 용수골길 52,36.7824234137763,127.137881418838,09:00~18:00,ST,에스트래픽,1566-1704,2,20230129071301,,44,Y,,용곡동,신방동
그레이스모텔(구VOLE모텔)(투숙객 전용),ST441304,01,02,충청남도 천안시 서북구 성정공원4길 26,36.8266966932592,127.14376869134,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129071300,,44,Y,,성정동,성정2동
성성주차타워,ST441305,01,02,충청남도 천안시 서북구 성성8로 2-30,36.8402940125289,127.13026237908,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129071302,,44,Y,,성성동,부성2동
루이스(투숙객 전용),ST441306,01,02,충청남도 천안시 서북구 양지9길 5,36.8118157920246,127.139520224959,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129071302,,44,Y,,성정동,성정1동
비지니스호텔(투숙객 전용),ST441307,01,02,충청남도 천안시 서북구 양지9길 6,36.8117175734738,127.139901641681,24시간 이용가능,ST,에스트래픽,1566-1704,1,20230129071302,,44,Y,,성정동,성정1동
한국유미코아(임직원전용),ST441308,01,06,충청남도 천안시 서북구 백석공단1로 199,36.8394114909678,127.106332135076,평일 09:00~18:00,ST,에스트래픽,1566-1704,2,20230129071304,,44,N,등록상황 확인용 입니다.,차암동,부성2동
국민건강보험공단 천안지사,ST441309,01,02,충청남도 천안시 동남구 청수8로 51,36.7867992791202,127.159803300985,24시간 이용가능,ST,에스트래픽,1566-1704,9,20221025103310,,44,N,,청당동,청룡동
현대자동차 천안북부지점,ST441310,01,04,충청남도 천안시 서북구 두정중7길 2-3,36.8340115008963,127.13847257879,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129104139,,44,Y,,두정동,부성1동
쌍용점기아오토큐,ST441311,01,02,충청남도 천안시 서북구 미라15길 9,36.8073431168129,127.130235228678,24시간 이용가능,ST,에스트래픽,1566-1704,9,20221025103310,,44,N,,쌍용동,쌍용1동
구성점 기아오토큐 주식회사,ST441312,01,02,충청남도 천안시 동남구 천안대로 533,36.7958038155098,127.164182377073,24시간 이용가능,ST,에스트래픽,1566-1704,9,20221025103310,,44,N,,구성동,청룡동
금마운수(운수사 전용),ST441313,01,04,충청남도 천안시 동남구 고래울길 43,36.7993720023142,127.168969975201,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129071314,,44,N,,구성동,청룡동
대화운수(운수사 전용),ST441314,01,04,충청남도 천안시 동남구 유량로 30-2,36.8017205619329,127.167446152316,24시간 이용가능,ST,에스트래픽,1566-1704,3,20230129140146,,44,N,,구성동,청룡동
충남타워,ST441316,01,02,충청남도 천안시 서북구 동서대로 163,36.8258895523175,127.141303450512,24시간 이용가능,ST,에스트래픽,1566-1704,9,20221025102310,,44,Y,,성정동,성정2동
신진운수,ST441317,01,04,충청남도 천안시 동남구 고래울길 10-3,36.7980652488962,127.16612766938,24시간 이용가능,ST,에스트래픽,1566-1704,9,,,44,Y,,구성동,청룡동
상호운수,ST441318,01,04,충청남도 천안시 동남구 풍세로 740,36.776077744286,127.140284693678,24시간 이용가능,ST,에스트래픽,1566-1704,9,,,44,Y,,구룡동,청룡동
현대자동차 천안중부지점,ST441319,01,04,충청남도 천안시 서북구 월봉4로 8,36.7899732960139,127.118584302321,24시간 이용가능,ST,에스트래픽,1566-1704,2,20230129133148,,44,Y,,쌍용동,쌍용2동
현대자동차블루핸즈 직산점,ST441320,01,04,충청남도 천안시 서북구 성거읍 봉주로 142,36.8777159912265,127.162277550321,24시간 이용가능,ST,에스트래픽,1566-1704,3,20230129134141,,44,Y,,성거읍 소우리,성거읍
천안시장애인종합복지관,ST441322,01,02,충청남도 천안시 서북구 두정고2길 51,36.8386943268615,127.13120204904,24시간 이용가능,ST,에스트래픽,1566-1704,1,20230129133148,,44,Y,,두정동,부성2동
천안동 CJ대한통운,SZAA0011,01,02,충청남도 천안시 동남구 목천읍 세종로 4755,36.733757320048,127.168493791854,09:00~18:00,SZ,SG생활안전,18550119,9,,,44,Y,물류차량 충전시설,목천읍 소사리,목천읍
하나모터스(천안),TDD00008,01,02,충청남도 천안시 동남구 천안대로 683,36.8091387942306,127.164267774315,24시간 이용가능,TD,evPlug(타디스테크놀로지),02-6956-3000,2,20230129041522,,44,N,,원성동,원성1동
타임호텔,TDD00048,01,02,충청남도 천안시 서북구 성정공원7길 14,36.8289669896791,127.142683608117,24시간 이용가능,TD,evPlug,02-6956-3000,2,20230129041518,,44,N,,성정동,성정2동
태광모터스,TDD00049,01,02,충청남도 천안시 동남구 통세골1길 8,36.774124925172,127.124676875865,24시간 이용가능,TD,evPlug,02-6956-3000,2,20230129041518,,44,N,,신방동,신방동
